N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7	EFF
1	1	4	25886343999	Serial	NA	NA	NA	Yes	1	2	2	30	2	No	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.021970812
1	1	3	1670148.68	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.047988949
1	1	3	840488	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.157655257
1	1	3	491600	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.02359642
2	1	4	54203.54	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.029030207
1	1	4	310105	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.219619161
1	1	4	172375	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.083393764
1	1	3	10528066	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.156065321
1	1	3	97669.35	Serial	NA	No	NA	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.590577802
2	375	3	118800	Parallel	10	Yes	2	Yes	3	1	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.012878788
1	1	5	4849988	Serial	NA	Yes	2	Yes	5	2	2	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	No	No	0.082471957
1	3	3	46460.19	Serial	NA	Yes	2	Yes	3	1	5	10	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.057580264
1	1	7	731087	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.2260839
1	1	3	2087898	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.042099279
1	1	5	4756671	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.159916673
14	1	4	277256.71	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.101524288
1	24	3	711936	Serial	NA	Yes	2	Yes	3	5	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.190938511
4	120.25	2	1065860	Parallel	15	Yes	2	Yes	2	2	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.063386589
1	1	4	739143	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank when leading	"Yes, to Buyers and Participants"	No	0.05322786
1	1	3	507810	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes	0.216242295
1	1	5	252200	Parallel	30	Yes	2	Yes	5	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.240681998
1	1	6	14344340	Serial	NA	Yes	2	Yes	5	5	5	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.1508846
5	1	3	1161438	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.187367996
1	1	4	361240	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.086479903
4	70000	6	6671000	Serial	NA	Yes	1	Yes	3	1	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.075985609
1	120	3	218400	Parallel	20	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.069230769
9	162.3333333	4	6140105	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.004955616
1	1	4	67720	Serial	NA	Yes	2	Yes	4	3	3	70	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.326250738
2	15012	4	5700000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.455789474
4	1	4	210838	Parallel	20	Yes	2	Yes	4	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.113769814
2	1	5	734436	Parallel	30	Yes	2	Yes	5	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.03327179
1	1	4	167200	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.222494019
1	1	3	127000	Serial	NA	Yes	2	Yes	3	2	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.291338583
1	1	3	236715	Serial	NA	Yes	2	Yes	3	2	2	40	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.172000084
1	1	4	486800	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.385784717
1	1	6	265900	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.157578037
1	1	5	1018000	Parallel	45	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.214145383
4	1	6	1436130	Serial	NA	Yes	2	Yes	5	5	5	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No	0.240621413
1	1	4	351000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.173789174
1	1	3	412941	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.007122083
1	30	2	4388490	Serial	NA	Yes	2	Yes	2	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.110049425
1	1	4	5.00E+05	Serial	NA	Yes	2	Yes	2	2	2	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.2
1	50	2	6971700	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.168065178
1	17	3	96448.65	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.012399863
22	267.7272727	12	4391393.7	Parallel	30	Yes	2	Yes	12	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.050276294
1	1	4	3846062	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.093602235
1	1	3	263320	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.126538053
1	1	4	1689200	Serial	NA	NA	2	Yes	3	5	5	30	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.188965191
1	1	4	340965	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.164137082
1	1	2	5022000	Parallel	60	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.020310633
1	1	5	362900	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No	0.272526867
1	1	4	79101.66	Parallel	10	Yes	2	Yes	4	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes	0.024040709
1	1	5	699000	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.157367668
15	2564.933333	5	8336296.2	Serial	NA	Yes	1	Yes	2	1	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.160785576
1	1	4	784400	Parallel	40	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.145843957
1	100	3	152000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.000657895
2	1	4	515545	Serial	NA	Yes	2	Yes	4	5	5	25	20	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.043478261
1	12	2	3165600	Serial	NA	Yes	2	Yes	1	6	6	35	2	NA	Do not allow prebids	Nominal amount	Yes	No tie bids	Yes	No	No	No	Yes	0.512892343
1	1	4	670699	Serial	NA	Yes	2	Yes	2	5	5	70	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.138212522
1	1	4	1114000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.157989228
4	35000	4	1199500	Serial	NA	Yes	1	Yes	2	2	2	5	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.103376407
1	1	4	537660	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.02
1	1	3	68808	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.165794675
1	1	4	416928	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.064586691
1	1	5	182000	Parallel	40	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.296703297
1	1	5	2790306	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.104040919
51	1	4	505268	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.094206263
3	1	4	1627024	Parallel	60	Yes	2	Yes	2	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.071603123
1	1	3	353500	Parallel	30	NA	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.176803395
1	1	4	539260	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.185911527
3	1	7	3437000	Parallel	60	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.04538842
1	1	3	449643.29	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.021446534
1	1	6	623430	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.052932968
1	1	5	123144.04	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.044791368
1	1	3	168250	Serial	NA	Yes	2	Yes	3	3	3	70	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.17384844
3	1	3	3812580	Parallel	30	Yes	4	Yes	1	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	Yes	No tie bids	Yes	No	No	No	Yes	0.331161576
3	1	5	759085	Parallel	70	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.112747584
1	1	4	89500	Serial	NA	Yes	2	Yes	4	5	5	30	1	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.262569832
1	1	3	1483600	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.236490051
1	1	4	6020788	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.086498312
1	1	4	900515	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No	0.068310911
1	1	3	73300	Parallel	30	Yes	2	Yes	3	2	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.211459754
4	1	2	564002	Parallel	40	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.057308307
1	1	4	364390	Parallel	30	Yes	2	Yes	4	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.272757211
1	1	5	335845	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.136506424
5	5522	6	400905	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.093239047
1	1	6	665458	Parallel	45	Yes	2	Yes	6	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.147955243
14	14928.57143	6	1480310	Serial	NA	Yes	2	Yes	2	1	2	5	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.029385737
1	1	3	541650	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.169205206
1	1	4	436000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.20412844
1	1	5	2788210	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.175098002
1	20	2	460000	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.234304348
1	1	4	144765	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.101992885
1	1	6	1211440	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.206729182
1	1	3	112940	Serial	NA	Yes	2	Yes	3	2	5	10	5	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.03488578
1	1	6	499680	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.137447967
1	1	4	374620	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.071058673
1	1	4	159460	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.131569046
1	1	4	112665	Serial	NA	Yes	2	Yes	4	2	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.210047486
1	1	4	5178913600	Serial	NA	No	NA	Yes	1	2	2	20	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	No	0.04770341
1	1	3	86304	Serial	NA	Yes	2	Yes	3	1	5	15	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.002000023
1	1	4	413430	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.239460126
19	1	3	163700	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.065381796
1	1	5	60061	Parallel	70	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.132548576
1	1	3	104780	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.093338423
1	1	3	426000	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No	0.205867113
1	1	3	110480	Parallel	30	Yes	2	Yes	3	2	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.117668356
1	1	5	525000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.095238095
1	1	4	496000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.416491935
1	1	4	354270	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.176782341
2	1	5	380554	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.04318441
1	1	3	291630	Serial	NA	Yes	2	Yes	3	3	3	70	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.351918527
3	1	11	874090	Parallel	30	Yes	2	Yes	11	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.350181331
2	1	4	1098178	Parallel	30	NA	2	Yes	4	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.271520646
5	1	6	4934293	Parallel	60	Yes	2	Yes	5	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.124485919
1	1	4	735460	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.320153373
1	1	4	339685.03	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.122716712
3	1	5	891926	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.281778982
2	1	2	1784022	Parallel	20	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.103403994
1	1	5	5017749	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.17418169
1	1	3	195421	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.08402884
5	1	4	756586.98	Serial	NA	Yes	2	Yes	2	2	2	10	5	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.027514325
4	1	8	1914204	Parallel	60	Yes	2	Yes	8	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.218474102
1	1	5	1329300	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.150319717
1	1	5	671800	Serial	NA	Yes	2	Yes	2	5	5	10	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.261685025
1	1	5	736000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.172554348
1	1	3	1119000	Parallel	30	Yes	2	Yes	5	3	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.405938338
24	1	4	654988	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.070076704
1	1	5	598851	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.367370181
2	1	4	3281094	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.048225988
9	79355.55556	5	16063000	Serial	NA	Yes	1	Yes	3	1	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.121521509
1	1	5	237784	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.16731151
1	1	4	365950	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.218472469
25	1	3	127200	Parallel	30	Yes	2	Yes	3	3	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.015330739
1	1	3	3047000	Serial	NA	Yes	2	Yes	2	5	5	30	2	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No	0.05316705
3	1	4	2976200	Parallel	45	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.127074793
2	36	3	1386000	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.156044935
23	1	4	2577084	Parallel	40	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.110992114
2	250750	3	369000	Serial	NA	Yes	2	Yes	2	2	2	5	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.037303523
1	1	4	406900	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.05
1	1	3	1.65E+09	Parallel	30	Yes	2	Yes	5	3	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.027272727
1	1	4	346355	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.117957009
1	1	3	75000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.069333333
1	1	5	1350000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.292592593
1	1	4	281261	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.168032539
1	1	5	282412	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.291814795
1	1	4	2442076.56	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.074558088
1	2	3	2063040000	Parallel	30	Yes	2	Yes	5	3	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.04025128
1	3	3	457200	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.238845144
1	1	3	773328	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.068534955
1	1	4	448980	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No	0.107131721
2	1	1	627147.9	Parallel	20	Yes	2	Yes	1	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No	0.008814348
1	1	4	110025	Parallel	30	Yes	2	Yes	2	2	4	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No	0.109293342
1	1	4	52000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No	0.06
