Auction	N_Item	Average_Q	N_invited	BFQ	time4	time6	time7	time8	time9	time10	time11	time12	time14	time15	time19	bid2	bid3	bid4	bid5	bid8	mkt2	mkt3	mkt4	mkt7
Doc563786045.xls	2	1	3	1062000	Serial	NA	Yes	1	Yes	3	1	1	10	5	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc564197817.xls	1	1	3	384691	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc564366108.xls	1	1	5	3217550	Parallel	30	Yes	3	Yes	5	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc567429493.xls	8	260	3	739978.6	Serial	NA	Yes	1	Yes	2	1	1	10	10	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc567942594.xls	2	1	5	2393680	Parallel	40	Yes	2	Yes	5	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc568013604.xls	1	3000	3	11250000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc568396651.xls	1	1	6	1090000	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc569280885.xls	1	1	4	1962408	Parallel	30	Yes	3	Yes	4	3	3	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc570621695.xls	1	14000	3	157780	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc572230390.xls	4	1	5	2138972	Parallel	30	Yes	2	Yes	2	2	2	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc573787620.xls	1	1	6	437000	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc574521843.xls	1	1	4	2123893.8	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc576091310.xls	1	1	4	1563297	Parallel	40	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc578750365.xls	1	1	6	3582941	Parallel	30	Yes	3	Yes	6	3	3	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc578760274.xls	5	1	3	123894	Parallel	30	No	NA	Yes	3	5	5	NA	NA	No	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc578881804.xls	2	1	4	2995047	Parallel	30	Yes	5	Yes	4	5	5	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc579512918.xls	1	1	4	123000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers only"	No
Doc580405613.xls	9	1.777777778	2	6020000	Serial	NA	Yes	3	Yes	2	5	5	20	10	Yes	Allow prebids	Nominal amount	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc581433118.xls	1	1	3	15579436	Parallel	45	Yes	3	Yes	3	3	3	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc584764403.xls	1	1	3	84870.4	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc586961394.xls	1	1	2	6384204	Parallel	15	Yes	2	Yes	1	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc586967842.xls	1	1	4	896160	Parallel	30	Yes	3	Yes	4	3	3	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc586993801.xls	26	1	3	480937	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc587945127.xls	1	1	5	213500	Serial	NA	Yes	2	Yes	3	5	5	30	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc596964654.xls	1	1	2	1017231	Serial	NA	Yes	2	Yes	2	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	Their own rank when leading	"Yes, to Buyers and Participants"	Yes
Doc600338821.xls	2	1	1	1289400	Serial	NA	Yes	1	Yes	1	2	2	20	10	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc601197224.xls	1	1	2	374770	Serial	NA	No	NA	Yes	2	3	3	10	10	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc602222128.xls	1	1	3	697000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc603195455.xls	1	1	3	229445	Serial	NA	Yes	2	Yes	3	5	5	70	10	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc603197262.xls	1	38200	5	265490	Parallel	20	Yes	2	Yes	5	3	3	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc603226250.xls	1	1	5	334010	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc604175544.xls	1	1	3	139472	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc604182199.xls	12	1	4	291402.58	Parallel	30	Yes	2	Yes	4	3	3	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc604240640.xls	1	1	3	485200.57	Serial	NA	Yes	1	Yes	3	10	10	30	2	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc605222940.xls	2	1	4	210182	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc605319828.xls	1	12	4	648000	Parallel	30	Yes	2	Yes	4	2	2	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc605351532.xls	1	1	2	1701560	Parallel	20	Yes	2	Yes	1	6	6	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc606216757.xls	2	2218	4	576680	Serial	NA	Yes	2	Yes	3	3	3	30	10	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc607267601.xls	1	1	2	456000	Serial	NA	Yes	2	Yes	1	4	4	15	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	No
Doc608197999.xls	1	1	4	430910	Parallel	20	Yes	2	Yes	4	3	3	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc609399277.xls	1	1	4	172500	Serial	NA	Yes	2	Yes	3	5	5	70	10	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc609481117.xls	1	1	4	209736	Serial	NA	Yes	2	Yes	3	5	5	30	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc610993690.xls	1	1	2	752946	Serial	NA	Yes	2	Yes	1	3	3	20	2	Yes	Do not allow prebids	Nominal amount	No	No tie bids	Yes	No	No	No	Yes
Doc611735073.xls	2	1	3	112000	Parallel	30	No	NA	Yes	3	5	5	NA	NA	No	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc611776791.xls	1	1	3	115000	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc611818023.xls	4	10000	6	1.36E+08	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc611888200.xls	1	1	3	75150	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc611911552.xls	1	1	3	72752	Parallel	70	Yes	2	Yes	3	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc614057876.xls	1	1	3	344249	Parallel	30	Yes	5	Yes	3	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc615098869.xls	1	1	3	250000	Serial	NA	Yes	2	Yes	2	5	5	20	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc616360739.xls	2	1	4	384000	Serial	NA	Yes	2	Yes	3	5	5	30	2	Yes	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc616438773.xls	1	1	4	398890	Serial	NA	Yes	2	Yes	3	5	5	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc617327096.xls	1	1	3	232555	Serial	NA	Yes	2	Yes	3	5	5	10	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc617354096.xls	2	30000	3	91800	Serial	NA	Yes	2	Yes	3	2	5	30	2	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc617448514.xls	1	1	4	135000	Serial	NA	Yes	2	Yes	4	5	5	30	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc618163460.xls	1	1	3	70626.55	Serial	NA	Yes	2	Yes	3	5	5	40	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc618418291.xls	1	1	4	1549934	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc618455251.xls	1	1	3	417237.73	Serial	NA	Yes	2	No	NA	NA	NA	30	2	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc619379470.xls	1	1	2	4244430.4	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	No	No	No
Doc620252475.xls	1	7	3	71631	Parallel	10	Yes	2	Yes	3	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc620319376.xls	1	1	5	462858	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc621441747.xls	1	1	3	544300	Parallel	45	Yes	2	Yes	3	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc621519246.xls	1	1	3	184100	Parallel	5	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc622479254.xls	2	1	3	163212	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc622590949.xls	2	1	6	1981476	Parallel	30	Yes	2	Yes	6	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc622689540.xls	2	1	2	310000	Serial	NA	Yes	2	Yes	1	3	3	25	2	NA	Do not allow prebids	Nominal amount	Yes	No tie bids	Yes	No	No	No	Yes
Doc623535243.xls	1	1	5	3793210	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc623553340.xls	1	35	2	89775	Parallel	20	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc624745961.xls	1	1	3	189200	Parallel	20	Yes	2	Yes	3	2	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc625892615.xls	1	1	3	101936	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc627355198.xls	1	1	3	91940	Serial	NA	Yes	2	Yes	3	5	5	30	2	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc627355753.xls	1	1	5	760000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc628145111.xls	2	2	3	365100	Serial	NA	Yes	2	Yes	2	3	3	30	2	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc629135973.xls	1	1	4	463275	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc630095387.xls	2	1	5	2008600	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	Yes	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc630650706.xls	2	1	2	520000	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	Yes
Doc631093029.xls	1	1	3	74650	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc631126204.xls	1	1	3	61832	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc632364985.xls	2	1	4	114800	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc632565528.xls	1	1	6	572254	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc633371593.xls	1	1	4	3127392	Serial	NA	Yes	2	Yes	2	2	2	45	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc633371595.xls	3	1	5	9855224.94	Serial	NA	Yes	2	Yes	3	5	5	45	30	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc633398690.xls	1	1	4	296643	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	Yes	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc633407140.xls	1	1	3	1305146.7	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc633423817.xls	2	1	5	2397600	Parallel	45	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc634532551.xls	1	1	5	366928	Serial	NA	Yes	2	Yes	2	2	2	45	1	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc634555082.xls	1	1	3	210275	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc634582330.xls	1	1	4	539000	Serial	NA	Yes	2	Yes	5	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc634595319.xls	8	23125	6	9566400	Serial	NA	Yes	2	Yes	3	2	2	5	3	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc634686591.xls	1	1	5	4878000	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc637682090.xls	1	1	4	149858	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc637683531.xls	1	1	5	674000	Parallel	45	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc637779416.xls	1	1	4	210000	Serial	NA	Yes	2	Yes	3	2	5	10	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc638501542.xls	2	110	3	335000	Parallel	20	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc639557871.xls	1	24	3	768000	Serial	NA	Yes	2	Yes	3	5	5	20	2	NA	Allow prebids	Percentage	No	Allow tie bids for all ranks	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc640291464.xls	2	1	4	481158	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc641397186.xls	1	1	4	55800	Serial	NA	Yes	2	Yes	1	2	2	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc641410829.xls	2	1	3	820050	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc641411375.xls	2	1	4	604000	Parallel	70	Yes	2	Yes	4	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc641417949.xls	1	1	4	446000	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc642354405.xls	1	1	3	3174000	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc643433203.xls	4	1	5	9549362.79	Serial	NA	Yes	2	Yes	5	5	5	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc645393867.xls	1	1	4	187850	Parallel	70	Yes	2	Yes	4	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc645471091.xls	1	1	4	1092965	Serial	NA	Yes	2	Yes	3	2	2	30	2	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc646545941.xls	1	1	5	1449076	Parallel	70	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc646612361.xls	1	1	5	1219367	Parallel	30	Yes	2	Yes	3	3	3	NA	NA	NA	Allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc646996526.xls	1	1	6	1178950	Serial	NA	Yes	2	Yes	5	5	5	30	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc647309795.xls	1	1	3	259770	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc647384576.xls	1	1	3	358893	Serial	NA	Yes	2	Yes	3	3	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc647987082.xls	1	1	3	415280	Parallel	20	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc647987575.xls	1	1	3	522302	Parallel	30	Yes	2	Yes	3	2	2	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc648971930.xls	1	1	6	54686	Parallel	70	Yes	2	Yes	5	2	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc649828296.xls	1	1	4	330610	Serial	NA	Yes	2	Yes	2	5	5	70	2	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	Yes
Doc649848864.xls	1	1	6	310734	Serial	NA	Yes	2	Yes	5	5	5	30	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc649887369.xls	1	3	3	65340	Serial	NA	Yes	2	Yes	3	1	5	10	2	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc649935948.xls	1	1	4	312912	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc650013890.xls	1	1	3	191118	Parallel	10	Yes	2	Yes	3	2	3	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc650890985.xls	1	1	4	268000	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc650904324.xls	1	1	4	430000	Parallel	30	Yes	2	Yes	4	2	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc655605133.xls	1	1	4	119040	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	Yes	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc655676007.xls	1	1	3	94500	Serial	NA	Yes	2	Yes	3	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc655829901.xls	3	1	6	17775920.8	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc655829984.xls	1	1	4	429414	Parallel	30	Yes	2	Yes	4	3	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc655848388.xls	1	1	5	515272.5	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc656817341.xls	6	1	5	10411108	Parallel	45	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc657610069.xls	1	1	3	144000	Parallel	30	Yes	2	Yes	3	2	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc657619747.xls	22	1	4	316055	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc658098888.xls	2	1	5	1348000	Parallel	45	Yes	2	Yes	2	2	2	NA	NA	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc659205163.xls	1	12	3	110679.6	Parallel	30	No	NA	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc659346685.xls	6	1	4	6195800	Serial	NA	Yes	2	Yes	4	5	5	20	20	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank when leading	"Yes, to Buyers and Participants"	No
Doc660216802.xls	1	1	5	808013	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc660282265.xls	1	1	5	47100	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc661248355.xls	2	1	6	1231940	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc661340670.xls	1	1	5	824810	Parallel	30	Yes	2	Yes	5	5	5	NA	NA	NA	Do not allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc662048602.xls	2	1	3	1087150	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	No	No
Doc663379591.xls	4	1	3	1499646	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc663398567.xls	19	1006.526316	3	3056300	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc664246908.xls	1	1	4	524453	Serial	NA	Yes	2	Yes	4	5	5	30	2	NA	Do not allow prebids	Nominal amount	No	No tie bids	No	No	Their own rank	No	Yes
Doc664269638.xls	1	1	6	385570	Parallel	30	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	No	No	No
Doc666381012.xls	1	1	4	888833	Parallel	20	Yes	2	Yes	4	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
Doc667544064.xls	1	1	5	586584	Parallel	30	Yes	2	Yes	2	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	No	No	Their own rank	"Yes, to Buyers and Participants"	No
Doc667547814.xls	1	3	3	358407.09	Parallel	30	Yes	2	Yes	3	5	5	NA	NA	NA	Allow prebids	Percentage	No	No tie bids	Yes	No	No	No	No
